,Doc. No.,G/L Account No,G/L Account Desc,Vendor No,Vendor Name,Vendor.acc.grp,Vendor.grp.description,Inv. Amount.,Doc. Date,Posting. Date,Baseline Date,Age,Outstanding Amount.,CumSum,True Outstanding
4,1001700839,108004,Employee Vendor,9920,K N Chidambara Murthy,V160,EMPLOYEE VENDOR - 3000 & 4000,0,01-Sep-22,01-09-2022,01-09-2022,577,180000,-283,180000
5,1001600787,108004,Employee Vendor,9920,K N Chidambara Murthy,V160,EMPLOYEE VENDOR - 3000 & 4000,"-1,80,000.00",30-Sep-22,30-09-2022,30-09-2022,548,-180000,-180283,-180000
6,1001700847,108004,Employee Vendor,9920,K N Chidambara Murthy,V160,EMPLOYEE VENDOR - 3000 & 4000,0,01-Oct-22,01-10-2022,01-10-2022,547,180000,-283,180000
7,1001600791,108004,Employee Vendor,9920,K N Chidambara Murthy,V160,EMPLOYEE VENDOR - 3000 & 4000,"-1,80,000.00",31-Oct-22,31-10-2022,31-10-2022,517,-180000,-180283,-180000
8,1001700862,108004,Employee Vendor,9920,K N Chidambara Murthy,V160,EMPLOYEE VENDOR - 3000 & 4000,0,03-Nov-22,03-11-2022,03-11-2022,514,180000,-283,180000
9,1001600795,108004,Employee Vendor,9920,K N Chidambara Murthy,V160,EMPLOYEE VENDOR - 3000 & 4000,"-1,80,000.00",30-Nov-22,30-11-2022,30-11-2022,487,-180000,-180283,-180000
10,1001700875,108004,Employee Vendor,9920,K N Chidambara Murthy,V160,EMPLOYEE VENDOR - 3000 & 4000,0,05-Dec-22,05-12-2022,05-12-2022,482,180000,-283,180000
11,1001602230,108004,Employee Vendor,9920,K N Chidambara Murthy,V160,EMPLOYEE VENDOR - 3000 & 4000,"-1,86,709.00",31-Mar-24,31-03-2024,31-03-2024,0,-186709,-186992,-186709
0,1004200177,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-11,598.00",24-Dec-21,31-07-2023,24-12-2021,828,-11598,-11598,-11598
1,1004202998,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-6,24,324.00",10-Jan-22,31-03-2022,10-01-2022,811,-624324,-635922,-624324
2,1004200178,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-8,14-Jan-22,31-07-2023,14-01-2022,807,-8,-635930,-8
3,1004200175,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-3,17-Jan-22,31-07-2023,17-01-2022,804,-3,-635933,-3
4,1004200179,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-5,775.00",25-Jan-22,31-07-2023,25-01-2022,796,-5775,-641708,-5775
5,1004200180,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-13,341.00",28-Jan-22,31-07-2023,28-01-2022,793,-13341,-655049,-13341
6,1004200176,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-2,16-Feb-22,31-07-2023,16-02-2022,774,-2,-655051,-2
7,1004200181,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-22,365.00",16-Feb-22,31-07-2023,16-02-2022,774,-22365,-677416,-22365
8,1004200182,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-6,930.00",17-Feb-22,31-07-2023,17-02-2022,773,-6930,-684346,-6930
9,1004203013,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-5,60,379.00",11-Mar-22,31-03-2022,11-03-2022,751,-560379,-1244725,-560379
10,1004200183,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,91,029.00",24-Mar-22,31-07-2023,24-03-2022,738,-191029,-1435754,-191029
11,1004200185,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-56,401.00",28-Mar-22,31-07-2023,28-03-2022,734,-56401,-1492155,-56401
12,1004200184,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-18,881.00",28-Mar-22,31-07-2023,28-03-2022,734,-18881,-1511036,-18881
13,1004200129,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-3,01-Apr-22,31-07-2023,01-04-2022,730,-3,-1511039,-3
14,1004200130,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-3,06-Apr-22,31-07-2023,06-04-2022,725,-3,-1511042,-3
15,1004200173,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-10,910.25",06-Apr-22,31-07-2023,06-04-2022,725,-10910,-1521952,-10910
16,1004200155,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-27,798.50",07-Apr-22,31-07-2023,01-06-2022,724,-27799,-1549751,-27799
17,1004200136,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-13,428.00",29-Apr-22,31-07-2023,01-06-2022,702,-13428,-1563179,-13428
18,1004200131,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-2,26-May-22,31-07-2023,26-05-2022,675,-2,-1563181,-2
19,1004200132,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-2,26-May-22,31-07-2023,26-05-2022,675,-2,-1563183,-2
20,1004200133,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-2,28-May-22,31-07-2023,28-05-2022,673,-2,-1563185,-2
21,1004200135,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-1.12,30-May-22,31-07-2023,01-06-2022,671,-1.12,-1563186.12,-1.12
22,1004200160,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-35,808.00",12-Jul-22,31-07-2023,12-07-2022,628,-35808,-1598994.12,-35808
23,1004200161,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-4.48,12-Jul-22,31-07-2023,12-07-2022,628,-4.48,-1598998.6,-4.48
24,1004200162,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-35,808.00",26-Jul-22,31-07-2023,30-07-2022,614,-35808,-1634806.6,-35808
25,1004200167,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-35,808.00",24-Aug-22,31-07-2023,24-08-2022,585,-35808,-1670614.6,-35808
26,1004200126,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"1,22,185.00",22-Sep-22,31-07-2023,22-09-2022,556,122185,-1548429.6,122185
27,1004200174,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-60,695.68",23-Sep-22,31-07-2023,23-09-2022,555,-60696,-1609125.6,-60696
28,1004200169,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-10,473.84",23-Sep-22,31-07-2023,23-09-2022,555,-10474,-1619599.6,-10474
29,1004200168,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-14.99,24-Sep-22,31-07-2023,24-09-2022,554,-14.99,-1619614.59,-14.99
30,1004200204,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"71,616.00",17-Oct-22,31-07-2023,17-10-2022,531,71616,-1547998.59,71616
31,1004200170,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-11.19,28-Oct-22,31-07-2023,28-10-2022,520,-11.19,-1548009.78,-11.19
32,1004200127,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"71,170.00",02-Dec-22,31-07-2023,02-12-2022,485,71170,-1476839.78,71170
33,1004200171,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-2.24,13-Dec-22,31-07-2023,13-12-2022,474,-2.24,-1476842.02,-2.24
34,1004200172,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-1.12,14-Dec-22,31-07-2023,14-12-2022,473,-1.12,-1476843.14,-1.12
35,1004200203,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"3,67,490.00",31-Mar-23,31-07-2023,31-03-2023,366,367490,-1109353.14,367490
36,1000100167,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,0,12-Jul-23,12-07-2023,12-07-2023,263,21113,-1088240.14,21113
37,1003303331,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-11,52,586.62",30-Nov-23,22-12-2023,30-11-2023,122,-1152587,-2240827.14,-1152587
38,1003303302,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-2,12,740.80",01-Dec-23,01-12-2023,01-12-2023,121,-212741,-2453568.14,-212741
39,1003303322,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-10,21,942.94",01-Dec-23,01-12-2023,01-12-2023,121,-1021943,-3475511.14,-1021943
40,1003303058,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-1.12,01-Dec-23,01-12-2023,01-12-2023,121,-1.12,-3475512.26,-1.12
41,1003303321,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,44,815.57",01-Dec-23,01-12-2023,01-12-2023,121,-144816,-3620328.26,-144816
42,1003303141,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-2.24,11-Dec-23,11-12-2023,11-12-2023,111,-2.24,-3620330.5,-2.24
43,1003303262,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-2.24,13-Dec-23,13-12-2023,13-12-2023,109,-2.24,-3620332.74,-2.24
44,1003303238,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-9,860.60",14-Dec-23,14-12-2023,14-12-2023,108,-9861,-3630193.74,-9861
45,1003303294,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-1.12,18-Dec-23,18-12-2023,18-12-2023,104,-1.12,-3630194.86,-1.12
46,1003303931,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"1,27,878.10",19-Dec-23,31-12-2023,19-12-2023,103,127878,-3502316.86,127878
47,1003303441,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-36,927.00",27-Dec-23,29-12-2023,27-12-2023,95,-36927,-3539243.86,-36927
48,1003303444,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,86,831.38",27-Dec-23,29-12-2023,27-12-2023,95,-186831,-3726074.86,-186831
49,1003303445,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-3.36,27-Dec-23,29-12-2023,27-12-2023,95,-3.36,-3726078.22,-3.36
50,1003303446,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-5,28,727.50",27-Dec-23,29-12-2023,27-12-2023,95,-528728,-4254806.22,-528728
51,1003303447,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-80,310.63",27-Dec-23,29-12-2023,27-12-2023,95,-80311,-4335117.22,-80311
52,1003303658,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-9,87,065.98",27-Dec-23,06-01-2024,27-12-2023,95,-987066,-5322183.22,-987066
53,1003303660,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-44.76,27-Dec-23,01-01-2024,27-12-2023,95,-44.76,-5322227.98,-44.76
54,1003303499,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-8,36,901.23",27-Dec-23,10-01-2024,27-12-2023,95,-836901,-6159128.98,-836901
55,1003303693,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-55.95,30-Dec-23,02-01-2024,30-12-2023,92,-55.95,-6159184.93,-55.95
56,1003303687,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-58.95,01-Jan-24,01-01-2024,01-01-2024,90,-58.95,-6159243.88,-58.95
57,1003303574,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-33.87,01-Jan-24,01-01-2024,01-01-2024,90,-33.87,-6159277.75,-33.87
58,1003303657,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-10,43,343.36",01-Jan-24,01-01-2024,01-01-2024,90,-1043343,-7202620.75,-1043343
59,1003303794,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-7.01,08-Jan-24,08-01-2024,08-01-2024,83,-7.01,-7202627.76,-7.01
60,1003303498,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-5.59,08-Jan-24,12-01-2024,08-01-2024,83,-5.59,-7202633.35,-5.59
61,1003303764,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-2,74,842.48",13-Jan-24,15-01-2024,13-01-2024,78,-274842,-7477475.35,-274842
62,1003303791,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-56,397.60",13-Jan-24,15-01-2024,13-01-2024,78,-56398,-7533873.35,-56398
63,1003303793,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-1.12,13-Jan-24,13-01-2024,13-01-2024,78,-1.12,-7533874.47,-1.12
64,1003303795,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,26,346.50",13-Jan-24,15-01-2024,13-01-2024,78,-126347,-7660221.47,-126347
65,1003303797,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-5.89,13-Jan-24,16-01-2024,13-01-2024,78,-5.89,-7660227.36,-5.89
66,1003303792,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,32,668.64",13-Jan-24,15-01-2024,13-01-2024,78,-132669,-7792896.36,-132669
67,1003303799,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-4,615.60",14-Jan-24,17-01-2024,14-01-2024,77,-4616,-7797512.36,-4616
68,1003303796,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-11.19,16-Jan-24,16-01-2024,16-01-2024,75,-11.19,-7797523.55,-11.19
69,1003303800,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-80,568.00",16-Jan-24,17-01-2024,16-01-2024,75,-80568,-7878091.55,-80568
70,1003303798,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-7,90,642.17",17-Jan-24,17-01-2024,17-01-2024,74,-790642,-8668733.55,-790642
71,1003303765,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-63,780.32",18-Jan-24,18-01-2024,18-01-2024,73,-63780,-8732513.55,-63780
72,1003303975,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-16,569.21",24-Jan-24,25-01-2024,24-01-2024,67,-16569,-8749082.55,-16569
73,1003304044,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-9,49,459.62",29-Jan-24,01-02-2024,29-01-2024,62,-949460,-9698542.55,-949460
74,1003304196,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-7,57,378.00",29-Jan-24,01-02-2024,29-01-2024,62,-757378,-10455920.55,-757378
75,1003304126,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-5.59,30-Jan-24,07-02-2024,30-01-2024,61,-5.59,-10455926.14,-5.59
76,1003304171,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-21.56,30-Jan-24,03-02-2024,30-01-2024,61,-21.56,-10455947.7,-21.56
77,1003304038,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-3,52,485.00",01-Feb-24,01-02-2024,01-02-2024,59,-352485,-10808432.7,-352485
78,1003304198,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-3,56,660.00",01-Feb-24,01-02-2024,01-02-2024,59,-356660,-11165092.7,-356660
79,1003304199,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-8,86,175.76",01-Feb-24,01-02-2024,01-02-2024,59,-886176,-12051268.7,-886176
80,1003304202,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-7,24,311.23",01-Feb-24,01-02-2024,01-02-2024,59,-724311,-12775579.7,-724311
81,1003304229,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-4,23,070.65",01-Feb-24,01-02-2024,01-02-2024,59,-423071,-13198650.7,-423071
82,1003304285,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-4,10,979.59",01-Feb-24,01-02-2024,01-02-2024,59,-410980,-13609630.7,-410980
83,1003304036,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,07,424.00",01-Feb-24,01-02-2024,01-02-2024,59,-107424,-13717054.7,-107424
84,1003304037,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-2,00,359.00",01-Feb-24,01-02-2024,01-02-2024,59,-200359,-13917413.7,-200359
85,1003304125,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-11.19,03-Feb-24,03-02-2024,03-02-2024,57,-11.19,-13917424.89,-11.19
86,1003304133,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-55.95,03-Feb-24,03-02-2024,03-02-2024,57,-55.95,-13917480.84,-55.95
87,1003304127,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-3,47,428.80",07-Feb-24,07-02-2024,07-02-2024,53,-347429,-14264909.84,-347429
88,1003304128,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-9,18,118.30",07-Feb-24,07-02-2024,07-02-2024,53,-918118,-15183027.84,-918118
89,1003304129,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-2,59,816.99",07-Feb-24,07-02-2024,07-02-2024,53,-259817,-15442844.84,-259817
90,1003304130,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-2,00,370.40",07-Feb-24,07-02-2024,07-02-2024,53,-200370,-15643214.84,-200370
91,1003304131,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-216.51,07-Feb-24,07-02-2024,07-02-2024,53,-216.51,-15643431.35,-216.51
92,1003304132,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-59.31,07-Feb-24,07-02-2024,07-02-2024,53,-59.31,-15643490.66,-59.31
93,1003304153,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-34,912.80",07-Feb-24,07-02-2024,07-02-2024,53,-34913,-15678403.66,-34913
94,1003304154,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-56,397.60",07-Feb-24,07-02-2024,07-02-2024,53,-56398,-15734801.66,-56398
95,1003304155,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-91,131.36",07-Feb-24,07-02-2024,07-02-2024,53,-91131,-15825932.66,-91131
96,1003304156,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-6,92,340.00",07-Feb-24,07-02-2024,07-02-2024,53,-692340,-16518272.66,-692340
97,1003304157,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-80,568.00",07-Feb-24,07-02-2024,07-02-2024,53,-80568,-16598840.66,-80568
98,1003304234,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-2,41,704.00",07-Feb-24,07-02-2024,07-02-2024,53,-241704,-16840544.66,-241704
99,1003304452,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-14,476.20",19-Feb-24,19-02-2024,19-02-2024,41,-14476,-16855020.66,-14476
100,1003304453,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-1.12,19-Feb-24,19-02-2024,19-02-2024,41,-1.12,-16855021.78,-1.12
101,1003304457,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-33,570.00",20-Feb-24,20-02-2024,20-02-2024,40,-33570,-16888591.78,-33570
102,1003304458,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-71,616.00",20-Feb-24,20-02-2024,20-02-2024,40,-71616,-16960207.78,-71616
103,1003304467,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-3.36,20-Feb-24,20-02-2024,20-02-2024,40,-3.36,-16960211.14,-3.36
104,1003304570,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-51,562.92",24-Feb-24,24-02-2024,24-02-2024,36,-51563,-17011774.14,-51563
105,1003304666,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-9.31,01-Mar-24,01-03-2024,01-03-2024,30,-9.31,-17011783.45,-9.31
106,1003304894,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-1.12,01-Mar-24,01-03-2024,01-03-2024,30,-1.12,-17011784.57,-1.12
107,1003304896,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-6,17,047.54",01-Mar-24,01-03-2024,01-03-2024,30,-617048,-17628832.57,-617048
108,1003304897,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-4,89,491.40",01-Mar-24,01-03-2024,01-03-2024,30,-489491,-18118323.57,-489491
109,1003304898,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-64,454.40",01-Mar-24,01-03-2024,01-03-2024,30,-64454,-18182777.57,-64454
110,1003304899,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-1,25,880.00",01-Mar-24,01-03-2024,01-03-2024,30,-125880,-18308657.57,-125880
111,1003304900,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-41,894.56",01-Mar-24,01-03-2024,01-03-2024,30,-41895,-18350552.57,-41895
112,1003304926,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-70,497.00",01-Mar-24,01-03-2024,01-03-2024,30,-70497,-18421049.57,-70497
113,1003304927,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-3,07,725.00",01-Mar-24,01-03-2024,01-03-2024,30,-307725,-18728774.57,-307725
114,1003304928,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-10,65,556.43",01-Mar-24,01-03-2024,01-03-2024,30,-1065556,-19794330.57,-1065556
115,1003304929,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-5,36,025.36",01-Mar-24,01-03-2024,01-03-2024,30,-536025,-20330355.57,-536025
116,1003304930,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-8,39,200.00",01-Mar-24,01-03-2024,01-03-2024,30,-839200,-21169555.57,-839200
117,1003304931,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-2.24,01-Mar-24,01-03-2024,01-03-2024,30,-2.24,-21169557.81,-2.24
118,1003304932,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,-3.36,01-Mar-24,01-03-2024,01-03-2024,30,-3.36,-21169561.17,-3.36
119,1003304936,108001,Material Vendor,15100002,ABBOTT HEALTHCARE PRIVATE LIMITED,V151,MATERIAL VENDOR,"-7,53,960.88",01-Mar-24,01-03-2024,01-03-2024,30,-753961,-21923522.17,-753961
